,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre
3288,0.775,0.377,4,-10.98,0,0.431,0.825,0.853,0.135,0.316,79.01,123418,Lo-Fi
3289,0.718,0.401,0,-5.33,0,0.0599,0.442,0.927,0.11,0.221,140.071,116571,Lo-Fi
3290,0.628,0.278,0,-13.213,0,0.0478,0.972,0.935,0.112,0.0976,80.021,84023,Lo-Fi
3291,0.738,0.204,8,-17.476,1,0.12,0.838,0.904,0.132,0.156,79.953,120000,Lo-Fi
3292,0.59,0.287,8,-14.677,0,0.136,0.149,0.858,0.11,0.329,120.043,137000,Lo-Fi
3293,0.639,0.518,3,-9.111,1,0.0277,0.37,0.81,0.163,0.139,76.998,113766,Lo-Fi
3294,0.711,0.229,8,-14.692,1,0.0481,0.81,0.934,0.103,0.114,83.001,182530,Lo-Fi
3295,0.735,0.234,8,-14.885,1,0.0986,0.869,0.933,0.11,0.458,144.011,130000,Lo-Fi
3296,0.663,0.387,7,-9.439,1,0.126,0.379,0.793,0.225,0.655,83.022,92800,Lo-Fi
3297,0.613,0.347,2,-15.741,1,0.0509,0.832,0.807,0.112,0.0901,160.074,119550,Lo-Fi
3298,0.277,0.54,7,-9.21,0,0.117,0.972,0.948,0.247,0.225,163.513,109414,Lo-Fi
3299,0.678,0.57,11,-7.839,1,0.0766,0.459,0.947,0.195,0.0643,80.009,111000,Lo-Fi
3300,0.689,0.392,9,-8.173,0,0.0383,0.552,0.836,0.0917,0.148,80.005,174750,Lo-Fi
3301,0.707,0.294,2,-9.077,0,0.0347,0.938,0.928,0.138,0.543,90.029,120000,Lo-Fi
3302,0.774,0.332,1,-9.721,0,0.292,0.655,0.901,0.0906,0.423,79.993,170125,Lo-Fi
3303,0.653,0.449,8,-10.942,0,0.0382,0.784,0.936,0.108,0.247,90.524,145856,Lo-Fi
3304,0.464,0.406,4,-7.077,0,0.103,0.925,0.909,0.113,0.222,149.921,108000,Lo-Fi
3305,0.573,0.306,4,-10.251,0,0.0489,0.627,0.731,0.107,0.158,76.017,144013,Lo-Fi
3306,0.547,0.217,7,-15.587,1,0.0754,0.846,0.0105,0.155,0.31,80.875,77050,Lo-Fi
3307,0.787,0.4,5,-12.724,1,0.0543,0.893,0.855,0.0864,0.335,130.109,111104,Lo-Fi
3308,0.776,0.172,10,-17.375,0,0.0837,0.896,0.892,0.105,0.566,149.954,105600,Lo-Fi
3309,0.635,0.362,2,-8.939,1,0.034,0.845,0.892,0.116,0.397,140.164,117749,Lo-Fi
3310,0.592,0.181,4,-19.1,1,0.0622,0.947,0.917,0.206,0.223,81.021,115396,Lo-Fi
3311,0.738,0.0987,0,-18.915,1,0.199,0.429,0.815,0.0843,0.481,75.998,158191,Lo-Fi
3312,0.632,0.401,10,-11.07,1,0.0381,0.651,0.914,0.101,0.158,80.019,119750,Lo-Fi
3313,0.624,0.238,0,-16.882,0,0.0509,0.792,0.958,0.0946,0.346,176.24,152589,Lo-Fi
3314,0.788,0.393,8,-9.619,0,0.196,0.886,0.905,0.117,0.0891,180.077,148000,Lo-Fi
3315,0.782,0.336,9,-17.41,0,0.814,0.978,0.0677,0.116,0.663,78.033,80000,Lo-Fi
3316,0.776,0.22,7,-10.531,0,0.063,0.342,0.948,0.0931,0.591,74.981,123305,Lo-Fi
3317,0.605,0.223,3,-15.03,0,0.0431,0.485,0.869,0.13,0.439,84.984,92176,Lo-Fi
3318,0.657,0.258,8,-11.325,0,0.0337,0.0572,0.913,0.121,0.293,80.017,84000,Lo-Fi
3319,0.81,0.411,8,-12.435,1,0.0872,0.364,0.895,0.114,0.325,89.993,85354,Lo-Fi
3320,0.64,0.146,2,-12.058,0,0.0656,0.354,6.98e-05,0.101,0.251,74.972,104907,Lo-Fi
3321,0.726,0.0978,10,-23.379,0,0.251,0.871,0.824,0.132,0.424,86.976,132000,Lo-Fi
3322,0.546,0.285,6,-14.872,0,0.0739,0.924,0.918,0.104,0.0671,81.935,194993,Lo-Fi
3323,0.736,0.318,5,-7.698,0,0.0319,0.866,0.895,0.104,0.358,75.041,121218,Lo-Fi
3324,0.637,0.291,6,-11.762,0,0.0484,0.723,0.871,0.0958,0.246,164.249,107896,Lo-Fi
3325,0.699,0.149,2,-12.203,1,0.0381,0.538,0.931,0.0916,0.0739,83.988,102879,Lo-Fi
3326,0.415,0.361,5,-9.77,1,0.127,0.728,0.907,0.0949,0.208,159.783,138000,Lo-Fi
3327,0.824,0.549,10,-7.148,0,0.103,0.735,0.92,0.112,0.104,133.999,146866,Lo-Fi
3328,0.683,0.272,0,-10.499,1,0.0849,0.696,0.928,0.116,0.278,74.999,141274,Lo-Fi
3329,0.786,0.361,9,-11.785,0,0.0606,0.785,0.948,0.104,0.241,88.081,87294,Lo-Fi
3330,0.803,0.423,5,-12.437,0,0.104,0.395,0.939,0.0928,0.469,155.994,91731,Lo-Fi
3331,0.543,0.193,7,-21.42,0,0.032,0.916,0.967,0.0727,0.414,190.015,101684,Lo-Fi
3332,0.771,0.169,9,-13.075,0,0.0901,0.0199,0.776,0.0936,0.133,179.772,85354,Lo-Fi
3333,0.52,0.248,9,-15.781,0,0.21,0.611,0.865,0.111,0.0629,89.438,141250,Lo-Fi
3334,0.747,0.413,5,-8.606,0,0.144,0.78,0.877,0.132,0.442,75.01,84800,Lo-Fi
3335,0.54,0.419,11,-10.138,1,0.249,0.819,0.933,0.116,0.25,79.203,126375,Lo-Fi
3336,0.552,0.35,7,-14.743,0,0.0332,0.808,0.852,0.114,0.0389,174.124,99332,Lo-Fi
3337,0.511,0.181,10,-11.501,1,0.314,0.789,0.789,0.107,0.819,177.977,86667,Lo-Fi
3338,0.575,0.423,9,-9.062,1,0.0538,0.694,0.3,0.359,0.246,176.031,155795,Lo-Fi
3339,0.739,0.288,9,-15.483,0,0.0683,0.442,0.892,0.145,0.101,85.012,93176,Lo-Fi
3340,0.669,0.368,5,-15.863,0,0.0357,0.855,0.586,0.119,0.282,89.977,106667,Lo-Fi
3341,0.673,0.18,5,-12.841,0,0.0581,0.352,0.898,0.107,0.186,69.979,156643,Lo-Fi
3342,0.804,0.38,8,-9.944,1,0.186,0.202,0.89,0.102,0.354,168.283,108571,Lo-Fi
3343,0.583,0.499,8,-10.267,1,0.0307,0.605,0.914,0.103,0.128,79.996,90000,Lo-Fi
3344,0.867,0.506,11,-10.729,0,0.257,0.742,0.926,0.111,0.369,140.015,171429,Lo-Fi
3345,0.719,0.0865,9,-14.998,0,0.0957,0.695,0.934,0.105,0.778,76.032,80526,Lo-Fi
3346,0.594,0.317,8,-14.458,1,0.0324,0.873,0.911,0.106,0.118,80.024,96023,Lo-Fi
3347,0.726,0.22,2,-8.583,0,0.0446,0.814,0.93,0.105,0.266,75.132,147200,Lo-Fi
3348,0.692,0.126,0,-16.443,0,0.0602,0.506,0.816,0.108,0.48,180.103,85354,Lo-Fi
3349,0.746,0.375,1,-15.72,1,0.0416,0.736,0.958,0.114,0.403,131.962,144110,Lo-Fi
3350,0.755,0.22,0,-14.414,1,0.0665,0.865,0.932,0.0836,0.739,134.037,152917,Lo-Fi
3351,0.69,0.336,1,-15.646,1,0.0952,0.796,0.909,0.145,0.113,170.146,169822,Lo-Fi
3352,0.683,0.0406,4,-13.429,0,0.0944,0.961,0.962,0.0991,0.652,85.0,118588,Lo-Fi
3353,0.801,0.186,6,-12.73,0,0.207,0.68,0.924,0.114,0.265,159.981,84750,Lo-Fi
3354,0.747,0.563,7,-12.209,0,0.318,0.168,0.887,0.115,0.12,75.048,100000,Lo-Fi
3355,0.669,0.385,8,-7.431,0,0.0487,0.697,0.232,0.705,0.0995,82.034,149268,Lo-Fi
3356,0.712,0.825,7,-9.328,1,0.123,0.575,0.843,0.151,0.761,84.974,160941,Lo-Fi
3357,0.641,0.28,3,-13.989,1,0.102,0.83,0.913,0.114,0.143,168.064,120007,Lo-Fi
3358,0.593,0.406,11,-14.591,0,0.0402,0.445,0.829,0.0809,0.849,167.991,134021,Lo-Fi
3359,0.744,0.232,0,-13.419,1,0.0436,0.235,0.577,0.13,0.445,90.011,149354,Lo-Fi
3360,0.794,0.132,9,-15.139,0,0.0454,0.861,0.887,0.0931,0.236,75.008,80000,Lo-Fi
3361,0.548,0.153,6,-17.489,0,0.363,0.965,0.957,0.0917,0.433,179.594,106667,Lo-Fi
3362,0.5,0.438,8,-11.145,1,0.0795,0.73,0.771,0.128,0.231,79.694,147556,Lo-Fi
3363,0.701,0.369,3,-12.147,0,0.0391,0.304,0.898,0.265,0.269,149.989,109458,Lo-Fi
3364,0.699,0.363,4,-11.479,0,0.0805,0.504,0.915,0.114,0.161,89.974,106687,Lo-Fi
3365,0.791,0.278,7,-11.535,0,0.0567,0.25,0.862,0.101,0.286,88.069,87294,Lo-Fi
3366,0.744,0.34,0,-13.265,0,0.116,0.869,0.848,0.104,0.243,165.994,106717,Lo-Fi
3367,0.243,0.243,10,-12.303,0,0.0394,0.954,0.919,0.12,0.144,75.234,96023,Lo-Fi
3368,0.792,0.232,6,-9.376,0,0.15,0.944,0.899,0.057,0.455,89.964,86667,Lo-Fi
3369,0.609,0.108,4,-16.896,0,0.0593,0.963,0.939,0.112,0.148,78.02,123221,Lo-Fi
3370,0.703,0.13,4,-19.086,0,0.0538,0.718,0.34,0.101,0.0624,80.014,96023,Lo-Fi
3371,0.61,0.21,8,-14.889,0,0.0786,0.965,0.917,0.102,0.0412,175.929,109148,Lo-Fi
3372,0.846,0.167,3,-15.462,0,0.0515,0.826,0.782,0.102,0.335,90.008,96021,Lo-Fi
3373,0.69,0.311,1,-13.668,1,0.0765,0.542,0.935,0.116,0.132,167.992,115737,Lo-Fi
3374,0.706,0.164,10,-14.311,1,0.137,0.555,0.846,0.0817,0.276,170.163,90375,Lo-Fi
3375,0.516,0.1,1,-18.186,1,0.176,0.884,0.941,0.321,0.301,158.085,75949,Lo-Fi
3376,0.574,0.279,0,-15.666,0,0.0345,0.409,0.815,0.0895,0.0583,169.964,120493,Lo-Fi
3377,0.765,0.499,0,-8.194,1,0.133,0.266,0.928,0.0642,0.243,160.084,123000,Lo-Fi
3378,0.622,0.213,2,-10.025,0,0.0515,0.71,0.856,0.099,0.117,80.023,121500,Lo-Fi
3379,0.853,0.221,1,-13.741,1,0.0748,0.527,0.876,0.12,0.538,132.98,101053,Lo-Fi
3380,0.651,0.346,1,-18.412,1,0.226,0.112,0.902,0.217,0.646,80.023,107100,Lo-Fi
3381,0.765,0.181,11,-14.526,0,0.154,0.765,0.889,0.108,0.0813,82.043,81951,Lo-Fi
3382,0.78,0.391,0,-20.111,0,0.697,0.967,0.698,0.28,0.604,170.105,96706,Lo-Fi
3383,0.749,0.285,8,-20.351,0,0.511,0.169,0.932,0.18,0.593,89.657,88000,Lo-Fi
3384,0.804,0.0354,6,-15.2,1,0.057,0.982,0.593,0.0961,0.386,80.212,99000,Lo-Fi
3385,0.767,0.224,4,-11.05,1,0.0528,0.684,0.929,0.109,0.947,128.048,90000,Lo-Fi
3386,0.644,0.149,8,-14.794,1,0.0368,0.26,0.904,0.13,0.265,84.994,104471,Lo-Fi
3387,0.476,0.255,0,-15.608,1,0.0393,0.464,0.928,0.123,0.137,89.96,106687,Lo-Fi
3388,0.585,0.133,6,-15.936,1,0.352,0.791,0.675,0.215,0.355,76.033,80000,Lo-Fi
3389,0.779,0.307,1,-15.721,1,0.0512,0.734,0.903,0.108,0.0988,130.003,118366,Lo-Fi
3390,0.657,0.203,2,-15.717,1,0.0428,0.935,0.921,0.107,0.0626,74.995,108800,Lo-Fi
3391,0.637,0.229,6,-16.501,0,0.0542,0.819,0.913,0.098,0.254,80.135,97500,Lo-Fi
3392,0.807,0.211,10,-15.181,0,0.12,0.866,0.921,0.103,0.39,82.994,80971,Lo-Fi
3393,0.517,0.392,5,-11.933,0,0.0773,0.948,0.95,0.137,0.697,160.394,111029,Lo-Fi
3394,0.815,0.279,8,-12.62,0,0.0936,0.799,0.921,0.14,0.0826,90.008,106687,Lo-Fi
3395,0.641,0.306,11,-15.34,1,0.0436,0.864,0.879,0.547,0.454,85.016,163382,Lo-Fi
3396,0.793,0.173,5,-14.722,0,0.0669,0.936,0.913,0.104,0.513,93.734,89600,Lo-Fi
3397,0.806,0.316,8,-11.808,0,0.121,0.641,0.919,0.073,0.53,88.991,80899,Lo-Fi
3398,0.624,0.211,11,-17.347,0,0.142,0.898,0.884,0.118,0.103,85.157,84706,Lo-Fi
3399,0.737,0.682,10,-6.613,1,0.0607,0.362,0.885,0.107,0.225,150.009,172800,Lo-Fi
3400,0.528,0.289,0,-13.909,1,0.422,0.38,0.76,0.144,0.403,81.059,96000,Lo-Fi
3401,0.444,0.26,11,-19.291,0,0.0695,0.846,0.764,0.375,0.289,112.062,89031,Lo-Fi
3402,0.434,0.229,11,-13.965,1,0.0585,0.531,0.892,0.109,0.0814,82.852,97750,Lo-Fi
3403,0.615,0.188,6,-12.369,1,0.356,0.817,0.903,0.114,0.463,79.722,109500,Lo-Fi
3404,0.75,0.128,1,-15.277,0,0.0552,0.928,0.939,0.11,0.334,79.954,121536,Lo-Fi
3405,0.76,0.0879,1,-15.748,0,0.233,0.65,0.942,0.101,0.183,85.006,170704,Lo-Fi
3406,0.622,0.245,1,-16.289,1,0.0921,0.948,0.888,0.222,0.695,81.245,132961,Lo-Fi
3407,0.699,0.355,9,-9.783,0,0.053,0.726,0.909,0.129,0.414,82.986,122201,Lo-Fi
3408,0.525,0.176,0,-22.959,1,0.0935,0.921,0.755,0.0743,0.317,80.389,78565,Lo-Fi
3409,0.534,0.19,0,-15.723,1,0.0853,0.976,0.899,0.386,0.331,78.094,156923,Lo-Fi
3410,0.837,0.201,1,-11.006,1,0.438,0.899,0.918,0.108,0.583,172.158,136744,Lo-Fi
3411,0.774,0.169,11,-9.198,1,0.209,0.723,0.939,0.151,0.551,83.211,66506,Lo-Fi
3412,0.446,0.252,10,-12.969,1,0.0469,0.852,0.927,0.134,0.442,159.558,195000,Lo-Fi
3413,0.74,0.133,8,-16.642,0,0.0633,0.828,0.957,0.131,0.113,73.982,94865,Lo-Fi
3414,0.844,0.388,2,-12.849,1,0.207,0.149,0.831,0.053,0.555,79.968,81000,Lo-Fi
3415,0.726,0.0633,4,-23.465,0,0.273,0.554,0.921,0.121,0.384,140.051,105000,Lo-Fi
3416,0.575,0.544,11,-8.98,0,0.0548,0.771,0.932,0.117,0.223,74.197,144100,Lo-Fi
3417,0.661,0.0735,2,-22.933,1,0.0358,0.95,0.724,0.0926,0.562,69.982,61753,Lo-Fi
3418,0.838,0.159,3,-10.965,1,0.0649,0.982,0.948,0.14,0.289,66.97,127220,Lo-Fi
3419,0.686,0.265,7,-20.686,1,0.0681,0.772,0.0207,0.138,0.686,81.049,142963,Lo-Fi
3420,0.573,0.177,3,-18.774,0,0.347,0.922,0.6,0.108,0.312,130.187,169796,Lo-Fi
3421,0.812,0.126,7,-13.783,0,0.283,0.876,0.408,0.0622,0.589,76.082,167385,Lo-Fi
3422,0.556,0.116,7,-13.822,0,0.212,0.716,0.921,0.0848,0.843,160.379,105000,Lo-Fi
3423,0.764,0.438,10,-8.76,0,0.0614,0.241,0.912,0.106,0.951,173.968,149016,Lo-Fi
3424,0.792,0.344,9,-11.692,0,0.247,0.908,0.486,0.184,0.552,81.965,93659,Lo-Fi
3425,0.881,0.25,7,-9.014,0,0.069,0.351,0.432,0.117,0.58,81.064,145556,Lo-Fi
3426,0.688,0.14,3,-16.986,0,0.0381,0.975,0.976,0.103,0.372,75.042,78420,Lo-Fi
3427,0.649,0.165,0,-16.808,0,0.0355,0.764,0.914,0.11,0.36,80.05,144000,Lo-Fi
3428,0.818,0.214,1,-16.054,1,0.0463,0.689,0.719,0.114,0.82,80.007,132023,Lo-Fi
3429,0.698,0.492,5,-15.017,0,0.153,0.775,0.133,0.0714,0.898,84.802,128471,Lo-Fi
3430,0.775,0.396,9,-11.987,0,0.0886,0.381,0.908,0.113,0.63,140.05,113250,Lo-Fi
3431,0.554,0.185,1,-14.328,0,0.0649,0.951,0.913,0.114,0.34,172.129,126038,Lo-Fi
3432,0.708,0.372,1,-12.721,1,0.114,0.903,0.974,0.115,0.517,71.789,54656,Lo-Fi
3433,0.761,0.0682,7,-13.573,0,0.0854,0.769,0.884,0.0507,0.613,82.13,99748,Lo-Fi
3434,0.634,0.65,5,-13.163,1,0.123,0.454,0.947,0.103,0.774,177.874,70506,Lo-Fi
3435,0.653,0.265,9,-17.225,1,0.297,0.923,0.944,0.114,0.431,82.995,177312,Lo-Fi
3436,0.717,0.208,6,-17.462,0,0.1,0.931,0.000901,0.228,0.325,81.042,124486,Lo-Fi
3437,0.68,0.302,5,-11.263,1,0.0995,0.851,0.842,0.103,0.324,82.283,125425,Lo-Fi
3438,0.811,0.181,4,-11.996,0,0.446,0.163,0.88,0.0861,0.469,38.498,99765,Lo-Fi
3439,0.728,0.267,6,-13.071,0,0.0866,0.911,0.96,0.0937,0.32,84.969,90380,Lo-Fi
3440,0.67,0.0876,1,-22.869,0,0.215,0.624,0.884,0.104,0.345,84.837,146000,Lo-Fi
3441,0.645,0.204,3,-20.505,1,0.37,0.914,0.886,0.0994,0.162,129.993,90502,Lo-Fi
3442,0.84,0.21,7,-21.816,1,0.0526,0.331,0.0014,0.123,0.916,162.012,76744,Lo-Fi
3443,0.492,0.336,0,-11.989,0,0.203,0.793,0.91,0.104,0.158,75.278,97266,Lo-Fi
3444,0.521,0.044,6,-15.546,1,0.102,0.884,0.877,0.101,0.824,46.601,91545,Lo-Fi
3445,0.646,0.223,6,-25.015,1,0.0657,0.928,0.872,0.0936,0.61,74.988,105600,Lo-Fi
3446,0.55,0.199,6,-19.384,0,0.0592,0.952,0.886,0.0966,0.318,139.999,171429,Lo-Fi
3447,0.714,0.237,8,-14.65,0,0.153,0.904,0.925,0.178,0.152,150.16,90331,Lo-Fi
3448,0.644,0.117,7,-12.183,1,0.0957,0.735,0.79,0.123,0.372,70.02,85071,Lo-Fi
3449,0.643,0.284,1,-15.849,0,0.0548,0.63,0.91,0.182,0.428,83.008,161039,Lo-Fi
3450,0.486,0.275,8,-11.104,1,0.124,0.35,0.893,0.217,0.663,75.986,167368,Lo-Fi
3451,0.739,0.151,9,-19.539,0,0.0432,0.952,0.833,0.0641,0.237,126.015,121210,Lo-Fi
3452,0.648,0.25,11,-16.382,1,0.0834,0.915,0.927,0.15,0.419,161.716,112593,Lo-Fi
3453,0.672,0.35,9,-15.372,1,0.0918,0.884,0.911,0.111,0.293,75.005,158000,Lo-Fi
3454,0.802,0.243,5,-12.832,0,0.144,0.704,0.948,0.112,0.188,80.248,132435,Lo-Fi
3455,0.748,0.141,9,-18.144,1,0.101,0.799,0.673,0.104,0.468,158.001,118481,Lo-Fi
3456,0.633,0.144,8,-21.572,1,0.135,0.803,0.139,0.122,0.308,74.75,128000,Lo-Fi
3457,0.739,0.0394,8,-25.093,0,0.0437,0.92,0.928,0.11,0.326,130.002,147692,Lo-Fi
3458,0.606,0.124,10,-20.1,1,0.106,0.915,0.942,0.0943,0.066,77.979,123846,Lo-Fi
3459,0.742,0.379,4,-14.374,1,0.418,0.905,0.925,0.14,0.521,116.1,103965,Lo-Fi
3460,0.559,0.335,1,-8.448,0,0.0296,0.841,0.915,0.112,0.18,74.989,102400,Lo-Fi
3461,0.473,0.124,4,-24.155,0,0.0491,0.971,0.943,0.103,0.185,75.018,124800,Lo-Fi
3462,0.557,0.0634,0,-14.092,1,0.0784,0.904,0.966,0.103,0.214,160.033,233964,Lo-Fi
3463,0.556,0.0417,0,-24.587,1,0.0387,0.414,0.811,0.102,0.0571,81.007,97778,Lo-Fi
3464,0.677,0.135,11,-15.654,0,0.119,0.988,0.934,0.0783,0.268,78.898,203544,Lo-Fi
3465,0.538,0.451,9,-11.157,0,0.106,0.859,0.825,0.168,0.238,78.446,131078,Lo-Fi
3466,0.516,0.165,10,-22.032,1,0.0487,0.814,0.933,0.102,0.0398,79.054,196484,Lo-Fi
3467,0.546,0.157,9,-18.374,0,0.0657,0.945,0.908,0.087,0.184,78.928,235823,Lo-Fi
3468,0.611,0.213,4,-9.409,0,0.131,0.4,0.823,0.131,0.0765,206.644,182899,Lo-Fi
3469,0.598,0.102,8,-21.851,0,0.0577,0.811,0.917,0.119,0.237,128.033,142500,Lo-Fi
3470,0.734,0.419,2,-10.254,1,0.0554,0.597,0.913,0.0611,0.122,77.018,174545,Lo-Fi
3471,0.655,0.222,11,-10.896,0,0.033,0.813,0.89,0.153,0.426,150.127,179258,Lo-Fi
3472,0.693,0.187,0,-17.281,1,0.0505,0.654,0.673,0.09,0.238,152.127,164408,Lo-Fi
3473,0.682,0.188,11,-14.036,0,0.089,0.932,0.943,0.114,0.471,74.97,128895,Lo-Fi
3474,0.721,0.199,8,-14.675,0,0.0609,0.485,0.845,0.103,0.616,58.07,132261,Lo-Fi
3475,0.641,0.228,0,-11.45,1,0.044,0.941,0.826,0.0902,0.299,78.037,106154,Lo-Fi
3476,0.913,0.382,7,-11.716,1,0.0685,0.377,0.852,0.115,0.631,113.3,141356,Lo-Fi
3477,0.531,0.476,10,-13.052,1,0.445,0.802,0.831,0.17,0.512,70.024,152571,Lo-Fi
3478,0.386,0.287,1,-16.85,0,0.0599,0.876,0.913,0.109,0.191,84.844,124235,Lo-Fi
3479,0.777,0.0867,4,-20.883,0,0.0746,0.635,0.383,0.104,0.0395,75.035,128000,Lo-Fi
3480,0.406,0.274,7,-13.951,1,0.127,0.902,0.892,0.228,0.497,177.117,156000,Lo-Fi
3481,0.758,0.125,11,-14.89,1,0.271,0.887,0.826,0.675,0.95,140.025,210429,Lo-Fi
3482,0.727,0.227,4,-17.031,0,0.285,0.637,0.59,0.158,0.383,134.916,84982,Lo-Fi
3483,0.76,0.306,7,-15.334,1,0.059,0.951,0.897,0.133,0.685,120.029,144000,Lo-Fi
3484,0.739,0.419,9,-8.454,0,0.0364,0.51,0.797,0.0647,0.144,123.005,180971,Lo-Fi
3485,0.756,0.219,6,-13.053,0,0.0666,0.0985,0.872,0.111,0.6,146.028,125535,Lo-Fi
3486,0.711,0.249,9,-16.289,0,0.15,0.578,0.676,0.31,0.351,148.06,170270,Lo-Fi
3487,0.626,0.264,0,-18.67,0,0.0488,0.917,0.951,0.108,0.0403,139.992,171429,Lo-Fi
3488,0.58,0.27,11,-14.366,0,0.0328,0.591,0.877,0.0892,0.0675,79.005,147418,Lo-Fi
3489,0.795,0.246,10,-9.886,0,0.0984,0.152,0.566,0.0873,0.696,89.976,173340,Lo-Fi
3490,0.545,0.518,11,-11.35,1,0.176,0.883,0.064,0.114,0.646,169.778,112941,Lo-Fi
3491,0.815,0.133,7,-11.459,0,0.272,0.637,0.929,0.131,0.447,79.201,121519,Lo-Fi
3492,0.805,0.333,2,-15.126,1,0.127,0.598,0.857,0.122,0.506,110.002,164864,Lo-Fi
3493,0.835,0.236,7,-13.929,0,0.0826,0.438,0.019,0.0803,0.524,76.026,126316,Lo-Fi
3494,0.742,0.208,3,-9.677,1,0.239,0.571,0.898,0.102,0.341,81.989,147875,Lo-Fi
3495,0.763,0.249,1,-17.186,0,0.138,0.52,0.887,0.101,0.0937,140.141,156004,Lo-Fi
3496,0.47,0.101,4,-19.709,0,0.0588,0.891,0.887,0.102,0.161,170.07,158125,Lo-Fi
3497,0.484,0.371,0,-11.916,1,0.0379,0.626,0.804,0.0972,0.0473,139.875,133572,Lo-Fi
3498,0.83,0.0703,5,-22.222,0,0.109,0.13,0.579,0.0816,0.584,156.02,139538,Lo-Fi
3499,0.659,0.361,9,-11.011,0,0.0759,0.84,0.738,0.136,0.384,151.01,149404,Lo-Fi
3500,0.693,0.221,1,-24.215,1,0.0407,0.922,0.902,0.0972,0.231,140.004,164795,Lo-Fi
3501,0.498,0.148,0,-14.852,1,0.0463,0.884,0.81,0.0813,0.157,75.07,189600,Lo-Fi
3502,0.853,0.196,7,-14.527,0,0.752,0.157,0.948,0.0909,0.26,168.103,144554,Lo-Fi
3503,0.699,0.274,9,-21.607,0,0.0433,0.854,0.91,0.103,0.0693,74.99,115200,Lo-Fi
3504,0.866,0.414,2,-10.744,0,0.145,0.0121,0.91,0.0763,0.963,164.233,117073,Lo-Fi
3505,0.451,0.198,7,-20.38,1,0.0354,0.634,0.855,0.124,0.155,89.138,102418,Lo-Fi
3506,0.644,0.208,7,-17.689,1,0.0333,0.98,0.942,0.105,0.0394,124.035,159758,Lo-Fi
3507,0.714,0.245,11,-21.864,1,0.0872,0.879,0.879,0.0722,0.0627,156.01,99231,Lo-Fi
3508,0.669,0.191,11,-19.171,1,0.12,0.965,0.916,0.189,0.617,180.056,85354,Lo-Fi
3509,0.822,0.205,6,-14.387,1,0.0461,0.478,0.756,0.373,0.279,87.046,132269,Lo-Fi
3510,0.807,0.12,2,-16.044,0,0.0638,0.88,0.901,0.0862,0.157,81.011,133333,Lo-Fi
3511,0.75,0.143,11,-18.069,1,0.0421,0.791,0.81,0.125,0.155,153.98,121778,Lo-Fi
3512,0.611,0.0581,6,-26.075,0,0.0441,0.837,0.51,0.0944,0.122,74.0,120000,Lo-Fi
3513,0.8,0.123,1,-16.736,0,0.075,0.605,0.891,0.114,0.214,119.978,144464,Lo-Fi
3514,0.874,0.219,8,-14.201,1,0.0711,0.834,0.932,0.152,0.311,117.514,130783,Lo-Fi
3515,0.641,0.181,8,-12.865,1,0.0779,0.774,0.61,0.108,0.109,80.043,168008,Lo-Fi
3516,0.706,0.252,0,-18.509,1,0.0356,0.941,0.927,0.123,0.382,110.045,100364,Lo-Fi
3517,0.759,0.253,1,-17.319,0,0.0643,0.937,0.941,0.101,0.073,84.935,125647,Lo-Fi
3518,0.682,0.154,3,-14.511,1,0.145,0.935,0.937,0.0993,0.0397,79.998,109500,Lo-Fi
3519,0.676,0.195,7,-17.816,1,0.0398,0.952,0.911,0.0973,0.124,127.947,173906,Lo-Fi
3520,0.485,0.318,7,-12.489,1,0.109,0.893,0.904,0.113,0.262,158.361,108750,Lo-Fi
3521,0.593,0.399,11,-12.531,1,0.0604,0.923,0.899,0.11,0.211,84.985,127059,Lo-Fi
3522,0.634,0.28,2,-12.588,1,0.0431,0.961,0.93,0.106,0.306,68.007,163676,Lo-Fi
3523,0.651,0.346,1,-18.412,1,0.226,0.112,0.902,0.217,0.646,80.023,107100,Lo-Fi
3524,0.7,0.394,2,-9.142,1,0.0808,0.532,0.883,0.0987,0.09,68.033,135882,Lo-Fi
3525,0.815,0.238,3,-12.013,0,0.0748,0.695,0.95,0.127,0.287,139.967,140571,Lo-Fi
3526,0.532,0.094,8,-25.276,0,0.0679,0.967,0.094,0.103,0.191,70.078,129429,Lo-Fi
3527,0.724,0.123,5,-15.812,0,0.138,0.821,0.904,0.11,0.253,169.961,166588,Lo-Fi
3528,0.739,0.308,10,-16.697,1,0.535,0.719,0.866,0.11,0.579,110.037,88909,Lo-Fi
3529,0.754,0.151,11,-15.346,1,0.0536,0.879,0.928,0.0865,0.436,81.024,133333,Lo-Fi
3530,0.64,0.258,6,-12.636,0,0.111,0.187,0.812,0.102,0.158,79.903,114000,Lo-Fi
3531,0.709,0.12,9,-19.275,0,0.104,0.821,0.839,0.0606,0.258,152.073,78000,Lo-Fi
3532,0.409,0.24,1,-16.824,1,0.0572,0.897,0.803,0.889,0.0387,118.909,146938,Lo-Fi
3533,0.629,0.472,9,-14.121,1,0.031,0.887,0.888,0.103,0.272,139.926,137143,Lo-Fi
3534,0.771,0.158,1,-11.453,1,0.0548,0.557,0.898,0.105,0.0382,110.938,88108,Lo-Fi
3535,0.677,0.323,0,-12.018,1,0.383,0.947,0.885,0.468,0.174,160.02,109687,Lo-Fi
